latitude wgs84,longitude wgs84,site,water body,uom,quantity,quantity type,collection method,author,series id,url json,url csv
46.182778,11.843611,Tonadico,torrente Canali,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,42449,https://www.floods.it/api/v1/monitoring/42449.json,https://www.floods.it/api/v1/monitoring/42449.csv
45.884009,10.882769,Torbole,fiume Sarca,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11702,https://www.floods.it/api/v1/monitoring/11702.json,https://www.floods.it/api/v1/monitoring/11702.csv
45.883986,10.882831,Torbole,fiume Sarca,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18727,https://www.floods.it/api/v1/monitoring/18727.json,https://www.floods.it/api/v1/monitoring/18727.csv
46.043983,11.117988,Trento Fersina,torrente Fersina,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11780,https://www.floods.it/api/v1/monitoring/11780.json,https://www.floods.it/api/v1/monitoring/11780.csv
46.043983,11.117988,Trento Fersina,torrente Fersina,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18716,https://www.floods.it/api/v1/monitoring/18716.json,https://www.floods.it/api/v1/monitoring/18716.csv
46.070134,11.11501,Trento Ponte S. Lorenzo,fiume Adige,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11697,https://www.floods.it/api/v1/monitoring/11697.json,https://www.floods.it/api/v1/monitoring/11697.csv
46.070134,11.11501,Trento Ponte S. Lorenzo,fiume Adige,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18701,https://www.floods.it/api/v1/monitoring/18701.json,https://www.floods.it/api/v1/monitoring/18701.csv
46.166699,10.661162,Val Genova Ponte S. Maria,torrente Sarca di Genova,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18723,https://www.floods.it/api/v1/monitoring/18723.json,https://www.floods.it/api/v1/monitoring/18723.csv
46.166759,10.66107,Val Genova Ponte S. Maria,torrente Sarca di Val Genova,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11784,https://www.floods.it/api/v1/monitoring/11784.json,https://www.floods.it/api/v1/monitoring/11784.csv
46.290394,10.684147,Vermiglio,torrente Vermigliana,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11808,https://www.floods.it/api/v1/monitoring/11808.json,https://www.floods.it/api/v1/monitoring/11808.csv
46.290329,10.684134,Vermiglio,torrente Vermigliana,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18709,https://www.floods.it/api/v1/monitoring/18709.json,https://www.floods.it/api/v1/monitoring/18709.csv
46.056805,11.523932,Villa Agnedo,torrente Chieppena,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,28219,https://www.floods.it/api/v1/monitoring/28219.json,https://www.floods.it/api/v1/monitoring/28219.csv
46.056667,11.523889,Villa Agnedo,torrente Chieppena,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,42688,https://www.floods.it/api/v1/monitoring/42688.json,https://www.floods.it/api/v1/monitoring/42688.csv
45.912623,11.038306,Villa Lagarina,fiume Adige,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,11700,https://www.floods.it/api/v1/monitoring/11700.json,https://www.floods.it/api/v1/monitoring/11700.csv
45.912623,11.038306,Villa Lagarina,fiume Adige,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18717,https://www.floods.it/api/v1/monitoring/18717.json,https://www.floods.it/api/v1/monitoring/18717.csv
45.735233,10.957453,Vò Destro,fiume Adige,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,12326,https://www.floods.it/api/v1/monitoring/12326.json,https://www.floods.it/api/v1/monitoring/12326.csv
45.735043,10.957414,Vò Destro,fiume Adige,m3/s,discharge,instantaneous,derived from measurement,Provincia Autonoma di Trento – Ufficio Dighe,18722,https://www.floods.it/api/v1/monitoring/18722.json,https://www.floods.it/api/v1/monitoring/18722.csv
46.232543,11.156612,Zento Novo,fossa di Caldaro,m,gage height,instantaneous,measurement,Provincia Autonoma di Trento – Ufficio Dighe,49613,https://www.floods.it/api/v1/monitoring/49613.json,https://www.floods.it/api/v1/monitoring/49613.csv
